instrument_id,date,close,source
impp.us,NaT,4.445,stooq:us
imppp.us,NaT,26.35,stooq:us
imrn.us,NaT,0.7601,stooq:us
imrx.us,NaT,4.97,stooq:us
imsr.us,NaT,6.06,stooq:us
imsrw.us,NaT,2.74,stooq:us
imte.us,NaT,0.604,stooq:us
imtx.us,NaT,9.31,stooq:us
imux.us,NaT,1.1,stooq:us
imvt.us,NaT,23.92,stooq:us
imxi.us,NaT,15.81,stooq:us
inab.us,NaT,1.42,stooq:us
inac.us,NaT,10.18,stooq:us
inacr.us,NaT,0.1269,stooq:us
inacu.us,NaT,10.22,stooq:us
inbk.us,NaT,19.96,stooq:us
inbkz.us,NaT,24.37,stooq:us
inbs.us,NaT,3.3,stooq:us
inbx.us,NaT,58.5,stooq:us
incr.us,NaT,0.7586,stooq:us
incy.us,NaT,91.13,stooq:us
ind.us,NaT,20.57,stooq:us
indb.us,NaT,73.7,stooq:us
indi.us,NaT,3.2,stooq:us
indp.us,NaT,1.76,stooq:us
indv.us,NaT,29.135,stooq:us
ineo.us,NaT,0.5435,stooq:us
ingn.us,NaT,6.2,stooq:us
inhd.us,NaT,0.8728,stooq:us
inkt.us,NaT,11.49,stooq:us
inlf.us,NaT,0.312,stooq:us
inm.us,NaT,0.665,stooq:us
inmb.us,NaT,1.16,stooq:us
inmd.us,NaT,13.4,stooq:us
innv.us,NaT,7.91,stooq:us
ino.us,NaT,1.61,stooq:us
inod.us,NaT,37.1,stooq:us
inse.us,NaT,7.365,stooq:us
insg.us,NaT,10.76,stooq:us
insm.us,NaT,151.12,stooq:us
inta.us,NaT,24.8675,stooq:us
intc.us,NaT,43.72,stooq:us
intg.us,NaT,36.38,stooq:us
intj.us,NaT,9.94,stooq:us
intr.us,NaT,7.85,stooq:us
ints.us,NaT,5.87,stooq:us
intu.us,NaT,419.39,stooq:us
intz.us,NaT,0.8627,stooq:us
inv.us,NaT,3.8,stooq:us
inva.us,NaT,22.71,stooq:us
inve.us,NaT,3.75,stooq:us
invz.us,NaT,0.59,stooq:us
invzw.us,NaT,0.0017,stooq:us
iobt.us,NaT,0.1964,stooq:us
ionr.us,NaT,3.52,stooq:us
ions.us,NaT,73.12,stooq:us
iosp.us,NaT,74.125,stooq:us
iotr.us,NaT,2.209,stooq:us
iova.us,NaT,3.51,stooq:us
ioyy.us,NaT,9.34,stooq:us
ipar.us,NaT,90.94,stooq:us
ipcx.us,NaT,10.21,stooq:us
ipcxr.us,NaT,0.3494,stooq:us
ipcxu.us,NaT,10.46,stooq:us
ipdn.us,NaT,1.19,stooq:us
ipex.us,NaT,10.39,stooq:us
ipexr.us,NaT,0.6,stooq:us
ipexu.us,NaT,10.61,stooq:us
ipfxu.us,NaT,10.09,stooq:us
ipgp.us,NaT,117.98,stooq:us
ipha.us,NaT,1.26,stooq:us
ipm.us,NaT,1.5395,stooq:us
ipod.us,NaT,10.34,stooq:us
ipodu.us,NaT,10.45,stooq:us
ipodw.us,NaT,0.2133,stooq:us
ipsc.us,NaT,1.99,stooq:us
ipst.us,NaT,0.25,stooq:us
ipw.us,NaT,1.33,stooq:us
ipwr.us,NaT,2.92,stooq:us
ipx.us,NaT,24.37,stooq:us
iq.us,NaT,1.3,stooq:us
iqst.us,NaT,1.57,stooq:us
irab-u.us,NaT,9.95,stooq:us
ird.us,NaT,4.53,stooq:us
irdm.us,NaT,28.092,stooq:us
ireg.us,NaT,8.29,stooq:us
iren.us,NaT,31.61,stooq:us
irho.us,NaT,9.86,stooq:us
irhor.us,NaT,0.15,stooq:us
irhou.us,NaT,9.96,stooq:us
irix.us,NaT,1.02,stooq:us
irmd.us,NaT,98.29,stooq:us
iron.us,NaT,59.37,stooq:us
iroq.us,NaT,26.8,stooq:us
irtc.us,NaT,118.37,stooq:us
irwd.us,NaT,3.06,stooq:us
isba.us,NaT,46.15,stooq:us
ispc.us,NaT,0.146,stooq:us
ispo.us,NaT,4.26,stooq:us
ispr.us,NaT,1.84,stooq:us
isrg.us,NaT,453.046,stooq:us
issc.us,NaT,21.51,stooq:us
istr.us,NaT,27.01,stooq:us
isul.us,NaT,23.47,stooq:us
itha.us,NaT,9.9,stooq:us
ithau.us,NaT,9.96,stooq:us
ithaw.us,NaT,0.21,stooq:us
itic.us,NaT,214.25,stooq:us
itoc.us,NaT,0.36,stooq:us
itri.us,NaT,86.84,stooq:us
itrm.us,NaT,0.0793,stooq:us
itrn.us,NaT,48.95,stooq:us
iva.us,NaT,5.73,stooq:us
ivda.us,NaT,0.25,stooq:us
ivf.us,NaT,2.63,stooq:us
ivsi.us,NaT,25.665,stooq:us
ivss.us,NaT,25.67,stooq:us
ivsx.us,NaT,22.51,stooq:us
ivvd.us,NaT,1.37,stooq:us
ixhl.us,NaT,3.19,stooq:us
izea.us,NaT,3.48,stooq:us
izm.us,NaT,0.6969,stooq:us
jack.us,NaT,9.74,stooq:us
jagx.us,NaT,0.347,stooq:us
jakk.us,NaT,19.8,stooq:us
janx.us,NaT,13.23,stooq:us
jazz.us,NaT,184.35,stooq:us
jbdi.us,NaT,0.65,stooq:us
jbht.us,NaT,207.27,stooq:us
jbio.us,NaT,13.48,stooq:us
jblu.us,NaT,4.21,stooq:us
jbss.us,NaT,77.97,stooq:us
jcap.us,NaT,18.7,stooq:us
jcse.us,NaT,1.06,stooq:us
jctc.us,NaT,1.62,stooq:us
jd.us,NaT,28.79,stooq:us
jdzg.us,NaT,1.73,stooq:us
jem.us,NaT,0.106,stooq:us
jf.us,NaT,0.9925,stooq:us
jfb.us,NaT,7.14,stooq:us
jfbr.us,NaT,2.51,stooq:us
jfin.us,NaT,4.85,stooq:us
jfu.us,NaT,3.19,stooq:us
jg.us,NaT,6.8,stooq:us
jjsf.us,NaT,79.955,stooq:us
jkhy.us,NaT,154.625,stooq:us
jl.us,NaT,6.785,stooq:us
jlhl.us,NaT,6.0,stooq:us
jmsb.us,NaT,20.06,stooq:us
jout.us,NaT,47.07,stooq:us
joyy.us,NaT,56.52,stooq:us
jrsh.us,NaT,2.93,stooq:us
jrvr.us,NaT,6.18,stooq:us
jsm.us,NaT,18.03,stooq:us
jspr.us,NaT,0.9,stooq:us
jsprw.us,NaT,0.0219,stooq:us
jtai.us,NaT,0.0809,stooq:us
juns.us,NaT,0.3527,stooq:us
jva.us,NaT,4.3,stooq:us
jwel.us,NaT,2.46,stooq:us
jxg.us,NaT,3.9,stooq:us
jyd.us,NaT,2.9,stooq:us
jynt.us,NaT,8.44,stooq:us
jz.us,NaT,0.9343,stooq:us
jzxn.us,NaT,0.95,stooq:us
kala.us,NaT,0.18,stooq:us
kalu.us,NaT,118.18,stooq:us
kalv.us,NaT,18.96,stooq:us
karo.us,NaT,48.0,stooq:us
kbdu.us,NaT,19.05,stooq:us
kbon.us,NaT,10.05,stooq:us
kbonu.us,NaT,10.2,stooq:us
kbonw.us,NaT,0.5142,stooq:us
kbsx.us,NaT,1.3327,stooq:us
kc.us,NaT,13.86,stooq:us
kchv.us,NaT,10.23,stooq:us
kchvr.us,NaT,0.21,stooq:us
kchvu.us,NaT,11.0,stooq:us
kdk.us,NaT,7.01,stooq:us
kdkrw.us,NaT,1.08,stooq:us
kdp.us,NaT,26.25,stooq:us
ke.us,NaT,23.365,stooq:us
kelya.us,NaT,8.935,stooq:us
kelyb.us,NaT,12.72,stooq:us
kequ.us,NaT,34.21,stooq:us
kffb.us,NaT,4.44,stooq:us
kfii.us,NaT,10.44,stooq:us
kfiir.us,NaT,0.1132,stooq:us
kfiiu.us,NaT,10.52,stooq:us
kg.us,NaT,10.79,stooq:us
kgei.us,NaT,5.93,stooq:us
khc.us,NaT,22.13,stooq:us
kids.us,NaT,15.53,stooq:us
kidz.us,NaT,2.49,stooq:us
kidzw.us,NaT,0.0135,stooq:us
kins.us,NaT,14.27,stooq:us
kiqq.us,NaT,22.545,stooq:us
kitt.us,NaT,0.48525,stooq:us
kittw.us,NaT,0.05,stooq:us
kjd.us,NaT,17.89,stooq:us
klac.us,NaT,1469.0,stooq:us
klag.us,NaT,18.3,stooq:us
klic.us,NaT,61.8,stooq:us
klrs.us,NaT,5.49,stooq:us
kltr.us,NaT,1.25,stooq:us
klxe.us,NaT,2.74,stooq:us
kmb.us,NaT,99.0999,stooq:us
kmda.us,NaT,8.09,stooq:us
kmrk.us,NaT,1.78,stooq:us
kmts.us,NaT,19.54,stooq:us
kndi.us,NaT,0.8201,stooq:us
knsa.us,NaT,45.59,stooq:us
kod.us,NaT,37.54,stooq:us
kopn.us,NaT,1.82,stooq:us
koss.us,NaT,3.5,stooq:us
koyn.us,NaT,10.0378,stooq:us
koynu.us,NaT,10.17,stooq:us
koynw.us,NaT,0.2461,stooq:us
kplt.us,NaT,7.29,stooq:us
kpltw.us,NaT,0.0025,stooq:us
kprx.us,NaT,1.91,stooq:us
kpti.us,NaT,5.4,stooq:us
kraq.us,NaT,9.86,stooq:us
kraqu.us,NaT,10.0201,stooq:us
kraqw.us,NaT,0.57,stooq:us
krkr.us,NaT,4.05,stooq:us
krmd.us,NaT,4.28,stooq:us
krnt.us,NaT,14.63,stooq:us
krny.us,NaT,7.42,stooq:us
kros.us,NaT,10.48,stooq:us
krro.us,NaT,10.29,stooq:us
krt.us,NaT,27.8,stooq:us
krus.us,NaT,66.16,stooq:us
krys.us,NaT,247.58,stooq:us
kscp.us,NaT,4.84,stooq:us
kspi.us,NaT,71.05,stooq:us
ktcc.us,NaT,2.7,stooq:us
ktos.us,NaT,71.76,stooq:us
ktta.us,NaT,0.7414,stooq:us
kttaw.us,NaT,0.0111,stooq:us
ktwo.us,NaT,9.879,stooq:us
ktwor.us,NaT,0.19,stooq:us
ktwou.us,NaT,10.05,stooq:us
kura.us,NaT,7.71,stooq:us
kust.us,NaT,0.51,stooq:us
kvac.us,NaT,12.0,stooq:us
kvacw.us,NaT,0.0549,stooq:us
kvhi.us,NaT,8.78,stooq:us
kwm.us,NaT,0.5742,stooq:us
kwmww.us,NaT,0.0454,stooq:us
kxin.us,NaT,5.51,stooq:us
kyiv.us,NaT,10.11,stooq:us
kyivw.us,NaT,3.39,stooq:us
kymr.us,NaT,78.755,stooq:us
kynb.us,NaT,6.5532,stooq:us
kytx.us,NaT,7.95,stooq:us
kzia.us,NaT,7.5,stooq:us
kzr.us,NaT,7.3,stooq:us
lab.us,NaT,0.89,stooq:us
lacg.us,NaT,7.71,stooq:us
laes.us,NaT,2.46,stooq:us
lafa.us,NaT,9.97,stooq:us
lafar.us,NaT,0.1122,stooq:us
lafau.us,NaT,10.1,stooq:us
lake.us,NaT,7.89,stooq:us
lamr.us,NaT,123.91,stooq:us
land.us,NaT,10.04,stooq:us
lando.us,NaT,20.25,stooq:us
landp.us,NaT,19.9,stooq:us
lark.us,NaT,23.91,stooq:us
lase.us,NaT,0.975,stooq:us
lasr.us,NaT,65.68,stooq:us
lata.us,NaT,9.99,stooq:us
latau.us,NaT,10.17,stooq:us
lataw.us,NaT,0.3201,stooq:us
laur.us,NaT,34.93,stooq:us
lawr.us,NaT,3.68,stooq:us
lbgj.us,NaT,0.8539,stooq:us
lbrda.us,NaT,51.2,stooq:us
lbrdk.us,NaT,50.98,stooq:us
lbrdp.us,NaT,23.79,stooq:us
lbrx.us,NaT,23.22,stooq:us
lbtya.us,NaT,12.06,stooq:us
lbtyb.us,NaT,13.11,stooq:us
lbtyk.us,NaT,11.76,stooq:us
lccc.us,NaT,10.3,stooq:us
lcccr.us,NaT,0.2142,stooq:us
lcccu.us,NaT,10.47,stooq:us
lcfy.us,NaT,4.18,stooq:us
lcid.us,NaT,9.5,stooq:us
lcnb.us,NaT,15.52,stooq:us
lcut.us,NaT,4.99,stooq:us
le.us,NaT,13.37,stooq:us
leco.us,NaT,250.18,stooq:us
leds.us,NaT,1.21,stooq:us
lee.us,NaT,8.68,stooq:us
legh.us,NaT,19.92,stooq:us
legn.us,NaT,16.81,stooq:us
lenz.us,NaT,9.0,stooq:us
lesl.us,NaT,1.04,stooq:us
lexx.us,NaT,0.7536,stooq:us
lfac.us,NaT,9.96,stooq:us
lfacu.us,NaT,10.05,stooq:us
lfacw.us,NaT,0.26505,stooq:us
lfcr.us,NaT,3.66,stooq:us
lfmd.us,NaT,3.6,stooq:us
lfmdp.us,NaT,23.59,stooq:us
lfs.us,NaT,2.44,stooq:us
lfst.us,NaT,6.34,stooq:us
lfus.us,NaT,338.83,stooq:us
lfvn.us,NaT,4.28,stooq:us
lfwd.us,NaT,6.34,stooq:us
lgcb.us,NaT,1.46,stooq:us
lgcl.us,NaT,1.67,stooq:us
lghl.us,NaT,0.81,stooq:us
lgih.us,NaT,38.33,stooq:us
lgn.us,NaT,55.81,stooq:us
lgnd.us,NaT,196.6468,stooq:us
lgo.us,NaT,1.12,stooq:us
lgvn.us,NaT,0.89,stooq:us
lhai.us,NaT,1.12,stooq:us
lhsw.us,NaT,0.167,stooq:us
li.us,NaT,17.45,stooq:us
licn.us,NaT,5.5,stooq:us
lidr.us,NaT,1.84,stooq:us
lidrw.us,NaT,0.0315,stooq:us
lien.us,NaT,9.16,stooq:us
lif.us,NaT,38.81,stooq:us
life.us,NaT,10.12,stooq:us
lila.us,NaT,8.4,stooq:us
lilak.us,NaT,8.51,stooq:us
limn.us,NaT,0.1896,stooq:us
limnw.us,NaT,0.04,stooq:us
lin.us,NaT,495.5,stooq:us
linc.us,NaT,40.91,stooq:us
lind.us,NaT,17.03,stooq:us
line.us,NaT,32.19,stooq:us
link.us,NaT,2.9932,stooq:us
lint.us,NaT,32.13,stooq:us
liqt.us,NaT,1.94,stooq:us
lite.us,NaT,725.8858,stooq:us
lits.us,NaT,1.05,stooq:us
live.us,NaT,13.12,stooq:us
livn.us,NaT,62.04,stooq:us
lixt.us,NaT,3.04,stooq:us
lkfn.us,NaT,56.76,stooq:us
lkq.us,NaT,28.91,stooq:us
lksp.us,NaT,10.05,stooq:us
lkspr.us,NaT,1.3,stooq:us
lkspu.us,NaT,10.12,stooq:us
llyva.us,NaT,86.4,stooq:us
llyvk.us,NaT,88.69,stooq:us
llyz.us,NaT,8.73,stooq:us
lmat.us,NaT,105.8,stooq:us
lmb.us,NaT,81.1,stooq:us
lmfa.us,NaT,0.2934,stooq:us
lmnr.us,NaT,13.72,stooq:us
lmnx.us,NaT,16.73,stooq:us
lmri.us,NaT,8.12,stooq:us
lnai.us,NaT,0.3918,stooq:us
lnkb.us,NaT,8.27,stooq:us
lnks.us,NaT,0.0178,stooq:us
lnsr.us,NaT,6.2,stooq:us
lnt.us,NaT,71.51,stooq:us
lnth.us,NaT,74.44,stooq:us
lnza.us,NaT,17.33,stooq:us
lnzaw.us,NaT,0.012,stooq:us
loan.us,NaT,4.45,stooq:us
lobo.us,NaT,0.4307,stooq:us
loco.us,NaT,13.94,stooq:us
logi.us,NaT,90.76,stooq:us
lokv.us,NaT,10.38,stooq:us
lokvu.us,NaT,11.0,stooq:us
lokvw.us,NaT,1.42,stooq:us
lona.us,NaT,8.97,stooq:us
loop.us,NaT,1.34,stooq:us
lope.us,NaT,167.28,stooq:us
lot.us,NaT,1.12,stooq:us
loti.us,NaT,25.44,stooq:us
lotww.us,NaT,0.051,stooq:us
love.us,NaT,13.71,stooq:us
lpaa.us,NaT,10.71,stooq:us
lpaau.us,NaT,10.94,stooq:us
lpaaw.us,NaT,0.14,stooq:us
lpbb.us,NaT,10.62,stooq:us
lpbbu.us,NaT,10.63,stooq:us
lpbbw.us,NaT,0.1102,stooq:us
lpcn.us,NaT,7.17,stooq:us
lpcv.us,NaT,9.92,stooq:us
lpcvu.us,NaT,10.0,stooq:us
lpcvw.us,NaT,0.23,stooq:us
lpla.us,NaT,296.27,stooq:us
lpro.us,NaT,1.23,stooq:us
lpsn.us,NaT,2.6,stooq:us
lpth.us,NaT,9.81,stooq:us
lqda.us,NaT,35.23,stooq:us
lqdt.us,NaT,29.49,stooq:us
lrcx.us,NaT,215.93,stooq:us
lre.us,NaT,1.3001,stooq:us
lrhc.us,NaT,0.55,stooq:us
lrmr.us,NaT,4.58,stooq:us
lsak.us,NaT,4.91,stooq:us
lsbk.us,NaT,15.03,stooq:us
lscc.us,NaT,90.96,stooq:us
lse.us,NaT,4.64,stooq:us
lsh.us,NaT,0.6914,stooq:us
lsta.us,NaT,5.04,stooq:us
lstr.us,NaT,156.76,stooq:us
ltbr.us,NaT,10.7,stooq:us
ltcc.us,NaT,13.16,stooq:us
ltrn.us,NaT,1.27,stooq:us
ltrx.us,NaT,5.42,stooq:us
ltryw.us,NaT,0.0072,stooq:us
lucd.us,NaT,1.102,stooq:us
lucy.us,NaT,1.1,stooq:us
lulg.us,NaT,11.2,stooq:us
lulu.us,NaT,145.92,stooq:us
lung.us,NaT,1.16,stooq:us
lunr.us,NaT,18.055,stooq:us
lvig.us,NaT,98.35,stooq:us
lvlu.us,NaT,12.67,stooq:us
lvo.us,NaT,4.84,stooq:us
lwac.us,NaT,10.13,stooq:us
lwacu.us,NaT,10.21,stooq:us
lwacw.us,NaT,0.2401,stooq:us
lway.us,NaT,18.35,stooq:us
lwlg.us,NaT,7.32,stooq:us
lx.us,NaT,2.08,stooq:us
lxeh.us,NaT,0.208,stooq:us
lxeo.us,NaT,5.41,stooq:us
lxrx.us,NaT,1.65,stooq:us
lyel.us,NaT,20.0,stooq:us
lyft.us,NaT,12.82,stooq:us
lyra.us,NaT,0.4902,stooq:us
lyts.us,NaT,18.25,stooq:us
lz.us,NaT,5.54,stooq:us
lzmh.us,NaT,1.57,stooq:us
maas.us,NaT,5.31,stooq:us
maay.us,NaT,7.76,stooq:us
maci.us,NaT,10.79,stooq:us
maciu.us,NaT,10.79,stooq:us
maciw.us,NaT,0.1376,stooq:us
magh.us,NaT,6.2,stooq:us
mako.us,NaT,6.14,stooq:us
mama.us,NaT,15.125,stooq:us
mamk.us,NaT,12.41,stooq:us
mamo.us,NaT,1.0,stooq:us
manh.us,NaT,128.37,stooq:us
maps.us,NaT,0.615,stooq:us
mapsw.us,NaT,0.0039,stooq:us
mar.us,NaT,320.0,stooq:us
mara.us,NaT,8.165,stooq:us
marps.us,NaT,5.68,stooq:us
masi.us,NaT,177.15,stooq:us
mask.us,NaT,1.37,stooq:us
mass.us,NaT,5.81,stooq:us
mat.us,NaT,14.37,stooq:us
mate.us,NaT,25.23,stooq:us
math.us,NaT,1.11,stooq:us
matw.us,NaT,25.26,stooq:us
maxn.us,NaT,1.52,stooq:us
mays.us,NaT,40.44,stooq:us
maze.us,NaT,30.37,stooq:us
mb.us,NaT,6.09,stooq:us
mbai.us,NaT,1.62,stooq:us
mbav.us,NaT,10.81,stooq:us
mbavu.us,NaT,10.8,stooq:us
mbavw.us,NaT,0.29,stooq:us
mbbc.us,NaT,13.75,stooq:us
mbcn.us,NaT,34.56,stooq:us
mbin.us,NaT,42.38,stooq:us
mbinl.us,NaT,24.04,stooq:us
mbinm.us,NaT,24.83,stooq:us
mbinn.us,NaT,19.67,stooq:us
mbio.us,NaT,0.72,stooq:us
mbly.us,NaT,6.815,stooq:us
mbnko.us,NaT,25.0238,stooq:us
mbot.us,NaT,2.41,stooq:us
mbrx.us,NaT,2.38,stooq:us
mbuu.us,NaT,26.4,stooq:us
mbvi.us,NaT,10.05,stooq:us
mbviu.us,NaT,10.15,stooq:us
mbviw.us,NaT,0.34505,stooq:us
mbwm.us,NaT,49.61,stooq:us
mbx.us,NaT,28.5,stooq:us
mcbs.us,NaT,28.58,stooq:us
mcft.us,NaT,21.04,stooq:us
mcga.us,NaT,10.11,stooq:us
mcgau.us,NaT,10.21,stooq:us
mcgaw.us,NaT,0.388,stooq:us
mchb.us,NaT,14.53,stooq:us
mchp.us,NaT,62.41,stooq:us
mchpp.us,NaT,55.38,stooq:us
mchx.us,NaT,1.505,stooq:us
mcrb.us,NaT,8.98,stooq:us
mcri.us,NaT,94.9,stooq:us
mcta.us,NaT,28.35,stooq:us
mcw.us,NaT,6.98,stooq:us
mdai.us,NaT,1.51,stooq:us
mdaiw.us,NaT,0.535,stooq:us
mdb.us,NaT,234.83,stooq:us
mdbh.us,NaT,2.9323,stooq:us
mdcx.us,NaT,0.399,stooq:us
mdcxw.us,NaT,0.9499,stooq:us
mdgl.us,NaT,511.0,stooq:us
mdia.us,NaT,0.650826,stooq:us
mdln.us,NaT,41.41,stooq:us
mdlz.us,NaT,58.56,stooq:us
mdrr.us,NaT,11.3321,stooq:us
mdwd.us,NaT,15.04,stooq:us
mdxg.us,NaT,3.83,stooq:us
mdxh.us,NaT,2.48,stooq:us
medp.us,NaT,455.87,stooq:us
megl.us,NaT,1.03,stooq:us
meha.us,NaT,0.155,stooq:us
meli.us,NaT,1603.15,stooq:us
mema.us,NaT,26.005,stooq:us
mens.us,NaT,1.95,stooq:us
meoh.us,NaT,64.81,stooq:us
merc.us,NaT,1.35,stooq:us
mesh.us,NaT,9.89,stooq:us
meshu.us,NaT,9.96,stooq:us
meshw.us,NaT,0.251,stooq:us
meso.us,NaT,14.73,stooq:us
meta.us,NaT,536.38,stooq:us
metc.us,NaT,15.475,stooq:us
metcb.us,NaT,10.25,stooq:us
metci.us,NaT,25.14,stooq:us
metcz.us,NaT,25.23,stooq:us
metl.us,NaT,26.165,stooq:us
mevo.us,NaT,9.85,stooq:us
mevou.us,NaT,10.01,stooq:us
mevow.us,NaT,0.33,stooq:us
mfi.us,NaT,10.2,stooq:us
mfic.us,NaT,10.79,stooq:us
mficl.us,NaT,25.2,stooq:us
mfig.us,NaT,17.8,stooq:us
mfin.us,NaT,8.08,stooq:us
mfmo.us,NaT,18.17,stooq:us
mfvl.us,NaT,19.71,stooq:us
mgee.us,NaT,76.6,stooq:us
mgih.us,NaT,1.36,stooq:us
mgn.us,NaT,0.1477,stooq:us
mgni.us,NaT,11.715,stooq:us
mgnx.us,NaT,2.95,stooq:us
mgpi.us,NaT,18.61,stooq:us
mgrc.us,NaT,110.8,stooq:us
mgrt.us,NaT,7.94,stooq:us
mgrx.us,NaT,0.4477,stooq:us
mgtx.us,NaT,7.4,stooq:us
mgx.us,NaT,1.265,stooq:us
mgyr.us,NaT,17.58,stooq:us
midd.us,NaT,129.78,stooq:us
migi.us,NaT,2.0,stooq:us
mimi.us,NaT,0.26,stooq:us
mind.us,NaT,8.81,stooq:us
mira.us,NaT,1.03,stooq:us
mirm.us,NaT,88.7,stooq:us
mist.us,NaT,1.03,stooq:us
mitk.us,NaT,13.25,stooq:us
mkdw.us,NaT,5.5,stooq:us
mkdww.us,NaT,0.0143,stooq:us
mkly.us,NaT,10.03,stooq:us
mklyr.us,NaT,0.1096,stooq:us
mklyu.us,NaT,10.13,stooq:us
mksi.us,NaT,227.97,stooq:us
mktw.us,NaT,19.7,stooq:us
mktx.us,NaT,165.17,stooq:us
mkzr.us,NaT,3.62,stooq:us
mlaa.us,NaT,9.845,stooq:us
mlaau.us,NaT,9.95,stooq:us
mlaaw.us,NaT,0.1901,stooq:us
mlab.us,NaT,82.42,stooq:us
mlac.us,NaT,10.53,stooq:us
mlacr.us,NaT,0.2196,stooq:us
mlacu.us,NaT,10.73,stooq:us
mlci.us,NaT,3.47,stooq:us
mlcil.us,NaT,22.965,stooq:us
mlco.us,NaT,5.53,stooq:us
mlec.us,NaT,6.8,stooq:us
mlecw.us,NaT,0.025,stooq:us
mlgo.us,NaT,3.15,stooq:us
mlkn.us,NaT,15.14,stooq:us
mltx.us,NaT,17.26,stooq:us
mlys.us,NaT,23.79,stooq:us
mmed.us,NaT,14.3,stooq:us
mmlp.us,NaT,2.47,stooq:us
mmsi.us,NaT,68.64,stooq:us
mmtx.us,NaT,9.99,stooq:us
mmtxu.us,NaT,10.15,stooq:us
mmtxw.us,NaT,0.12,stooq:us
mmyt.us,NaT,35.82,stooq:us
mndo.us,NaT,1.1626,stooq:us
mndr.us,NaT,0.8726,stooq:us
mndy.us,NaT,67.01,stooq:us
mnkd.us,NaT,2.31,stooq:us
mnov.us,NaT,1.36,stooq:us
mnpr.us,NaT,54.15,stooq:us
mnro.us,NaT,15.59,stooq:us
mnsb.us,NaT,22.15,stooq:us
mnsbp.us,NaT,24.98,stooq:us
mnst.us,NaT,72.05,stooq:us
mntk.us,NaT,1.21,stooq:us
mnts.us,NaT,4.23,stooq:us
mntsw.us,NaT,0.018,stooq:us
mnvt.us,NaT,23.265,stooq:us
mny.us,NaT,1.36,stooq:us
mnyww.us,NaT,0.0711,stooq:us
mnzl.us,NaT,48.99,stooq:us
mob.us,NaT,4.9,stooq:us
mobbw.us,NaT,1.96,stooq:us
mobx.us,NaT,0.3708,stooq:us
mobxw.us,NaT,0.125,stooq:us
modd.us,NaT,0.168,stooq:us
moln.us,NaT,3.99,stooq:us
momo.us,NaT,5.75,stooq:us
morn.us,NaT,156.81,stooq:us
move.us,NaT,19.25,stooq:us
mpaa.us,NaT,10.96,stooq:us
mpb.us,NaT,31.59,stooq:us
mpg.us,NaT,6.2704,stooq:us
mplt.us,NaT,18.22,stooq:us
mpwr.us,NaT,1057.91,stooq:us
mq.us,NaT,4.01,stooq:us
mram.us,NaT,8.94,stooq:us
mrbk.us,NaT,19.0,stooq:us
mrcc.us,NaT,4.53,stooq:us
mrcy.us,NaT,72.54,stooq:us
mrdn.us,NaT,7.02,stooq:us
mreo.us,NaT,0.325,stooq:us
mrkr.us,NaT,1.32,stooq:us
mrln.us,NaT,10.19,stooq:us
mrm.us,NaT,1.07,stooq:us
mrna.us,NaT,49.675,stooq:us
mrno.us,NaT,0.4607,stooq:us
mrnow.us,NaT,0.0506,stooq:us
mrtn.us,NaT,12.96,stooq:us
mrvi.us,NaT,2.87,stooq:us
mrvl.us,NaT,95.12,stooq:us
mrvu.us,NaT,32.38,stooq:us
mrx.us,NaT,43.38,stooq:us
msai.us,NaT,0.23,stooq:us
msaiw.us,NaT,0.04,stooq:us
msbi.us,NaT,21.97,stooq:us
msbip.us,NaT,25.0,stooq:us
msex.us,NaT,52.4,stooq:us
msft.us,NaT,361.895,stooq:us
msgm.us,NaT,4.01,stooq:us
msgy.us,NaT,0.45,stooq:us
msle.us,NaT,6.21,stooq:us
mss.us,NaT,0.138,stooq:us
mstr.us,NaT,129.55,stooq:us
msw.us,NaT,0.92,stooq:us
mtc.us,NaT,6.0,stooq:us
mtch.us,NaT,30.095,stooq:us
mtek.us,NaT,1.215,stooq:us
mtekw.us,NaT,0.1755,stooq:us
mten.us,NaT,1.29,stooq:us
mtex.us,NaT,6.25,stooq:us
mtls.us,NaT,4.91,stooq:us
mtrx.us,NaT,11.53,stooq:us
mtsi.us,NaT,225.46,stooq:us
mtva.us,NaT,1.22,stooq:us
mtyy.us,NaT,4.99,stooq:us
mu.us,NaT,362.66,stooq:us
muze.us,NaT,9.84,stooq:us
muzeu.us,NaT,9.94,stooq:us
muzew.us,NaT,0.245,stooq:us
mvbf.us,NaT,25.04,stooq:us
mvis.us,NaT,0.60325,stooq:us
mvst.us,NaT,1.44,stooq:us
mvstw.us,NaT,0.015,stooq:us
mwh.us,NaT,28.28,stooq:us
mwyn.us,NaT,0.765999,stooq:us
mxct.us,NaT,0.67,stooq:us
mxl.us,NaT,17.26,stooq:us
myco.us,NaT,24.27,stooq:us
myfw.us,NaT,24.79,stooq:us
mygn.us,NaT,4.28,stooq:us
myha.us,NaT,24.92,stooq:us
myhb.us,NaT,24.8589,stooq:us
myhc.us,NaT,24.8,stooq:us
myhd.us,NaT,24.56,stooq:us
myhe.us,NaT,24.55,stooq:us
mymk.us,NaT,24.865,stooq:us
myps.us,NaT,0.4375,stooq:us
mypsw.us,NaT,0.0057,stooq:us
myrg.us,NaT,275.6,stooq:us
myse.us,NaT,1.69,stooq:us
mysew.us,NaT,0.0402,stooq:us
mysz.us,NaT,0.6,stooq:us
mzti.us,NaT,137.9,stooq:us
na.us,NaT,3.06,stooq:us
